User ID,Registration Date,Current Subscription Status,Date of Premium Subscription,Number of Videos Watched,Total Watch Time,Primary Device,Age Group,Country,Favorite Genre,Number of Customer Support Interactions,Net Promoter Score,Engagement Trend,Social Shares
1084,2023-09-11,Premium,2023-09-25,43,74.9,Tablet,25-34,Spain,Action,0,9,Increasing,1
1085,2023-06-28,Free,,18,17.9,Tablet,55-64,Brazil,Sci-Fi,5,5,Decreasing,0
1086,2023-04-22,Premium,2023-04-30,134,188.8,Tablet,18-24,Australia,Comedy,2,6,Increasing,6
1087,2023-06-12,Premium,2023-07-09,71,102.4,Tablet,25-34,Japan,Comedy,0,9,Increasing,2
1088,2023-09-24,Premium,2023-09-26,100,105.3,Desktop,65+,USA,Comedy,1,7,Stable,1
1089,2023-09-10,Free,,18,18.7,Desktop,55-64,Brazil,Action,5,0,Increasing,0
1090,2023-05-07,Premium,2023-05-11,46,51.9,Desktop,25-34,Japan,Sci-Fi,1,9,Stable,2
1091,2023-06-01,Premium,2023-06-11,110,118.7,Smart TV,18-24,France,Documentary,2,8,Decreasing,1
1092,2023-04-01,Premium,2023-04-30,26,37.8,Desktop,55-64,Italy,Sci-Fi,2,7,Stable,0
1093,2023-08-01,Free,,108,128.1,Desktop,55-64,USA,Sci-Fi,1,3,Stable,2
1094,2023-04-15,Premium,2023-04-19,68,91.2,Mobile,65+,Canada,Action,2,6,Increasing,2
1095,2023-05-23,Free,,35,39.5,Tablet,18-24,Germany,Sci-Fi,4,3,Stable,0
1096,2023-07-27,Premium,2023-08-26,49,84.1,Smart TV,45-54,Australia,Drama,3,6,Decreasing,1
1097,2023-09-13,Free,,20,29.2,Desktop,35-44,Spain,Documentary,3,2,Decreasing,0
1098,2023-07-29,Free,,88,114.0,Desktop,45-54,Japan,Sci-Fi,3,4,Stable,2
1099,2023-04-07,Free,,54,87.7,Tablet,25-34,Italy,Romance,5,0,Increasing,0
1100,2023-09-17,Premium,2023-09-27,58,70.3,Mobile,65+,Germany,Sci-Fi,0,7,Decreasing,2
1101,2023-07-18,Premium,2023-08-01,30,39.3,Mobile,35-44,Japan,Action,4,3,Increasing,0
1102,2023-05-21,Premium,2023-06-20,43,57.8,Desktop,65+,Germany,Romance,2,7,Decreasing,0
1103,2023-04-28,Free,,139,147.6,Tablet,45-54,Italy,Action,0,7,Increasing,2
1104,2023-08-12,Premium,2023-09-06,83,67.4,Desktop,55-64,Spain,Sci-Fi,4,3,Increasing,2
1105,2023-09-14,Premium,2023-09-28,50,48.5,Mobile,25-34,France,Documentary,4,6,Decreasing,1
1106,2023-07-20,Premium,2023-08-16,104,116.4,Desktop,55-64,Spain,Sci-Fi,3,5,Decreasing,4
1107,2023-08-13,Premium,2023-09-02,92,88.2,Smart TV,45-54,UK,Comedy,3,6,Stable,3
1108,2023-05-11,Premium,2023-05-14,17,26.3,Desktop,35-44,Australia,Drama,1,8,Decreasing,0
1109,2023-05-04,Premium,2023-05-30,5,27.6,Mobile,35-44,Canada,Drama,2,8,Increasing,0
1110,2023-05-23,Premium,2023-06-16,36,52.0,Tablet,45-54,Italy,Drama,3,7,Decreasing,1
1111,2023-08-18,Premium,2023-09-02,49,66.3,Desktop,25-34,Brazil,Comedy,2,5,Decreasing,0
1112,2023-08-09,Premium,2023-09-04,84,88.5,Mobile,65+,Brazil,Romance,1,8,Stable,2
1113,2023-05-19,Premium,2023-06-02,50,56.6,Desktop,25-34,USA,Documentary,1,7,Increasing,2
1114,2023-07-10,Premium,2023-07-20,89,101.3,Smart TV,55-64,Germany,Documentary,1,8,Increasing,2
1115,2023-09-16,Premium,2023-09-23,13,14.9,Mobile,18-24,UK,Comedy,0,9,Increasing,0
1116,2023-09-20,Premium,2023-09-30,78,107.0,Mobile,35-44,Canada,Sci-Fi,4,6,Stable,2
1117,2023-04-30,Premium,2023-05-26,11,13.2,Tablet,18-24,UK,Comedy,2,7,Stable,0
1118,2023-09-01,Free,,30,48.4,Smart TV,45-54,Australia,Romance,5,0,Decreasing,0
1119,2023-05-18,Free,,35,62.4,Mobile,45-54,Japan,Romance,3,3,Increasing,1
1120,2023-06-17,Premium,2023-06-26,38,57.8,Desktop,45-54,USA,Comedy,5,2,Increasing,1
1121,2023-05-24,Premium,2023-06-21,83,103.9,Tablet,65+,Japan,Drama,5,3,Decreasing,3
1122,2023-08-27,Premium,2023-09-21,111,91.1,Desktop,25-34,USA,Drama,0,9,Increasing,1
1123,2023-07-26,Premium,2023-07-29,107,135.0,Desktop,25-34,UK,Romance,3,7,Stable,1
1124,2023-04-29,Free,,76,112.9,Tablet,55-64,Canada,Sci-Fi,1,8,Decreasing,1
1125,2023-06-17,Free,,24,30.8,Tablet,18-24,Brazil,Action,4,5,Decreasing,0
1126,2023-05-26,Premium,2023-06-11,128,110.8,Desktop,25-34,USA,Comedy,3,4,Increasing,6
1127,2023-06-18,Free,,147,165.8,Tablet,18-24,Japan,Romance,5,2,Increasing,6
1128,2023-09-28,Free,,84,87.2,Mobile,35-44,Germany,Sci-Fi,4,3,Increasing,3
1129,2023-09-08,Premium,2023-09-27,32,40.5,Tablet,65+,Australia,Action,3,7,Decreasing,1
1130,2023-07-30,Premium,2023-08-21,87,93.3,Desktop,25-34,Italy,Romance,3,6,Decreasing,1
1131,2023-05-14,Premium,2023-06-11,93,92.7,Mobile,65+,Spain,Comedy,1,6,Increasing,1
1132,2023-05-15,Free,,38,35.2,Tablet,18-24,UK,Romance,5,0,Stable,1
1133,2023-05-13,Premium,2023-05-29,25,49.5,Tablet,65+,Canada,Sci-Fi,1,8,Stable,1
1134,2023-05-19,Premium,2023-06-12,22,40.9,Mobile,45-54,USA,Action,2,8,Decreasing,0
1135,2023-07-06,Premium,2023-07-18,116,131.5,Desktop,35-44,UK,Romance,1,6,Increasing,3
1136,2023-09-30,Free,,27,36.4,Mobile,25-34,Italy,Action,2,0,Increasing,0
1137,2023-06-14,Premium,2023-07-02,73,93.1,Mobile,65+,USA,Sci-Fi,3,7,Stable,1
1138,2023-06-15,Premium,2023-06-24,40,45.5,Tablet,65+,USA,Action,5,5,Stable,0
1139,2023-04-11,Free,,8,10.4,Tablet,18-24,France,Sci-Fi,0,10,Stable,0
1140,2023-06-14,Premium,2023-06-25,89,123.0,Desktop,25-34,Australia,Comedy,1,7,Increasing,1
1141,2023-08-21,Premium,2023-09-07,44,68.2,Smart TV,25-34,USA,Comedy,4,6,Stable,0
1142,2023-09-08,Premium,2023-09-28,29,16.3,Mobile,25-34,Brazil,Comedy,0,10,Increasing,1
1143,2023-05-17,Premium,2023-06-02,101,104.3,Smart TV,35-44,Canada,Comedy,3,6,Stable,1
1144,2023-09-27,Free,,56,61.5,Smart TV,18-24,USA,Drama,3,6,Decreasing,0
1145,2023-07-16,Premium,2023-07-28,68,101.9,Mobile,25-34,Japan,Drama,5,3,Stable,2
1146,2023-04-25,Premium,2023-05-17,130,122.6,Mobile,18-24,USA,Comedy,3,4,Increasing,1
1147,2023-08-29,Premium,2023-09-03,134,117.1,Desktop,18-24,Canada,Action,1,6,Increasing,3
1148,2023-08-05,Premium,2023-08-09,57,78.4,Mobile,25-34,Germany,Comedy,1,7,Decreasing,1
1149,2023-08-03,Free,,17,18.7,Mobile,25-34,Spain,Comedy,0,4,Stable,0
1150,2023-05-05,Premium,2023-05-13,22,25.6,Desktop,55-64,USA,Action,2,5,Decreasing,0
1151,2023-08-19,Premium,2023-09-18,112,163.2,Smart TV,65+,Australia,Action,4,6,Increasing,3
1152,2023-06-19,Free,,111,161.3,Mobile,65+,UK,Action,5,5,Increasing,3
1153,2023-06-30,Premium,2023-07-29,105,118.9,Tablet,25-34,France,Comedy,1,6,Increasing,4
1154,2023-09-26,Free,,18,28.4,Desktop,18-24,UK,Action,1,5,Decreasing,0
1155,2023-04-24,Premium,2023-04-26,1,0.1,Mobile,45-54,Japan,Documentary,2,6,Stable,0
1156,2023-06-18,Premium,2023-07-06,168,142.2,Mobile,25-34,Spain,Action,3,6,Increasing,4
1157,2023-05-24,Premium,2023-06-16,47,59.1,Mobile,18-24,Spain,Action,1,7,Decreasing,1
1158,2023-06-27,Premium,2023-07-22,35,32.6,Mobile,18-24,USA,Comedy,3,6,Increasing,0
1159,2023-05-10,Premium,2023-05-16,36,27.7,Mobile,35-44,Italy,Documentary,2,6,Stable,0
1160,2023-05-31,Premium,2023-06-19,38,53.9,Smart TV,55-64,UK,Drama,3,5,Stable,1
1161,2023-08-28,Free,,30,31.8,Mobile,65+,Canada,Documentary,2,2,Increasing,0
1162,2023-06-25,Premium,2023-07-02,65,92.8,Smart TV,45-54,UK,Action,0,8,Stable,1
1163,2023-06-04,Premium,2023-06-30,169,211.8,Desktop,65+,Brazil,Sci-Fi,1,9,Increasing,7
1164,2023-06-06,Premium,2023-07-02,43,40.1,Tablet,18-24,Spain,Sci-Fi,2,6,Decreasing,1
1165,2023-09-01,Premium,2023-09-25,38,65.3,Mobile,45-54,Canada,Sci-Fi,3,4,Increasing,1
1166,2023-04-13,Premium,2023-04-30,54,56.9,Desktop,55-64,Italy,Drama,4,3,Stable,2
1167,2023-08-08,Premium,2023-09-04,53,78.3,Mobile,25-34,Germany,Action,2,6,Stable,1
1168,2023-04-26,Premium,2023-05-13,24,47.6,Tablet,25-34,Australia,Sci-Fi,4,4,Increasing,0
1169,2023-07-15,Premium,2023-08-01,70,97.1,Tablet,65+,Japan,Action,2,5,Decreasing,3
1170,2023-04-21,Free,,58,54.5,Tablet,25-34,Canada,Comedy,4,6,Stable,1
1171,2023-05-21,Premium,2023-05-24,22,29.9,Mobile,55-64,Brazil,Romance,4,4,Stable,0
1172,2023-05-04,Premium,2023-05-24,50,66.7,Mobile,25-34,USA,Action,0,10,Stable,1
1173,2023-05-01,Premium,2023-05-24,83,81.1,Desktop,25-34,Spain,Romance,0,10,Decreasing,1
1174,2023-08-08,Premium,2023-08-18,58,82.5,Tablet,55-64,Italy,Comedy,2,7,Stable,1
1175,2023-06-30,Premium,2023-07-05,67,105.1,Smart TV,35-44,USA,Romance,2,6,Increasing,1
1176,2023-04-29,Premium,2023-05-11,52,79.9,Smart TV,55-64,UK,Documentary,1,7,Decreasing,2
1177,2023-06-14,Premium,2023-06-27,58,70.6,Desktop,18-24,Australia,Romance,4,4,Decreasing,1
1178,2023-07-09,Premium,2023-08-07,121,193.5,Smart TV,55-64,Japan,Drama,3,6,Increasing,1
1179,2023-08-14,Free,,43,38.0,Desktop,25-34,Italy,Drama,5,3,Decreasing,1
1180,2023-06-13,Free,,40,50.3,Smart TV,18-24,Brazil,Documentary,5,0,Stable,0
1181,2023-08-13,Premium,2023-09-03,84,94.3,Smart TV,25-34,Spain,Romance,2,7,Stable,3
1182,2023-08-25,Premium,2023-09-06,76,84.1,Desktop,35-44,France,Action,5,5,Stable,2
1183,2023-07-12,Premium,2023-08-02,104,129.2,Mobile,18-24,Italy,Documentary,1,7,Stable,2
1184,2023-05-08,Premium,2023-05-19,104,103.5,Smart TV,25-34,Australia,Sci-Fi,5,5,Stable,3
1185,2023-04-10,Premium,2023-04-30,62,64.1,Smart TV,25-34,France,Documentary,1,6,Stable,1
1186,2023-07-23,Premium,2023-08-02,128,167.9,Smart TV,45-54,USA,Romance,4,3,Decreasing,1
1187,2023-09-09,Premium,2023-09-25,121,150.9,Smart TV,65+,Japan,Documentary,3,5,Decreasing,1
1188,2023-08-25,Premium,2023-08-31,88,106.7,Desktop,25-34,France,Action,2,6,Decreasing,2
1189,2023-09-29,Premium,2023-09-30,80,100.2,Desktop,65+,Spain,Sci-Fi,4,6,Stable,3
1190,2023-07-01,Premium,2023-07-04,16,20.9,Mobile,25-34,Italy,Comedy,5,4,Stable,0
1191,2023-08-24,Premium,2023-09-03,128,156.9,Smart TV,25-34,USA,Documentary,0,8,Decreasing,2
1192,2023-06-15,Premium,2023-06-30,11,10.2,Desktop,35-44,USA,Comedy,4,6,Decreasing,0
1193,2023-08-30,Free,,8,9.5,Desktop,35-44,Spain,Sci-Fi,4,5,Decreasing,0
1194,2023-07-22,Premium,2023-08-10,107,119.8,Tablet,25-34,Brazil,Documentary,0,9,Decreasing,3
1195,2023-05-29,Premium,2023-06-10,57,65.5,Tablet,18-24,UK,Action,1,8,Stable,2
1196,2023-09-11,Premium,2023-09-12,113,108.6,Desktop,25-34,Spain,Action,5,4,Stable,5
1197,2023-05-28,Premium,2023-06-01,90,75.5,Tablet,45-54,Germany,Action,3,5,Stable,2
1198,2023-07-28,Premium,2023-08-06,82,114.5,Tablet,35-44,Japan,Action,1,6,Stable,4
1199,2023-09-23,Free,,10,23.2,Mobile,55-64,USA,Comedy,5,2,Stable,0
1200,2023-07-26,Premium,2023-08-19,64,66.6,Tablet,18-24,Japan,Sci-Fi,3,7,Increasing,2
1201,2023-09-18,Premium,2023-09-24,41,55.3,Desktop,18-24,France,Comedy,5,5,Increasing,1
1202,2023-07-01,Premium,2023-07-09,97,130.2,Mobile,25-34,Japan,Romance,0,10,Stable,1
1203,2023-04-09,Premium,2023-05-03,77,66.9,Desktop,65+,Japan,Sci-Fi,2,5,Decreasing,2
1204,2023-04-21,Free,,77,79.9,Tablet,18-24,Australia,Sci-Fi,1,1,Decreasing,3
1205,2023-04-20,Free,,88,127.2,Mobile,65+,Brazil,Comedy,2,8,Stable,2
1206,2023-04-29,Free,,68,73.2,Desktop,25-34,Germany,Documentary,3,5,Decreasing,1
1207,2023-05-05,Premium,2023-05-11,41,57.5,Smart TV,25-34,Spain,Sci-Fi,2,6,Decreasing,0
1208,2023-09-05,Free,,44,67.2,Mobile,18-24,Germany,Action,4,1,Stable,1
1209,2023-05-08,Free,,92,120.6,Desktop,55-64,Brazil,Action,0,0,Increasing,1
1210,2023-04-09,Premium,2023-04-11,181,257.7,Desktop,65+,France,Romance,2,5,Increasing,8
1211,2023-08-07,Premium,2023-08-19,25,54.2,Smart TV,18-24,USA,Drama,0,9,Decreasing,0
1212,2023-04-21,Premium,2023-05-01,79,97.3,Desktop,25-34,France,Drama,4,5,Stable,3
1213,2023-07-15,Free,,50,75.6,Smart TV,55-64,Canada,Documentary,5,2,Stable,2
1214,2023-06-13,Premium,2023-07-11,153,175.8,Desktop,25-34,Australia,Comedy,3,6,Increasing,7
1215,2023-07-06,Premium,2023-07-27,128,177.7,Smart TV,65+,Japan,Action,4,3,Decreasing,3
1216,2023-05-01,Premium,2023-05-21,58,62.3,Tablet,18-24,Spain,Romance,4,5,Decreasing,1
1217,2023-07-28,Free,,71,63.6,Smart TV,45-54,Germany,Sci-Fi,0,1,Decreasing,2
1218,2023-04-02,Free,,52,70.2,Tablet,45-54,Canada,Comedy,2,5,Stable,2
1219,2023-07-16,Premium,2023-07-19,26,29.9,Mobile,55-64,France,Drama,5,4,Decreasing,0
1220,2023-06-02,Premium,2023-07-01,147,189.0,Tablet,55-64,USA,Documentary,5,2,Increasing,4
1221,2023-09-27,Premium,2023-09-29,58,72.8,Desktop,35-44,Canada,Documentary,0,7,Increasing,1
1222,2023-06-26,Premium,2023-06-30,85,93.3,Mobile,25-34,Italy,Drama,0,9,Decreasing,2
1223,2023-07-07,Premium,2023-07-27,68,89.6,Smart TV,25-34,USA,Documentary,4,5,Decreasing,1
1224,2023-06-20,Premium,2023-07-20,67,92.1,Mobile,55-64,Canada,Drama,2,5,Stable,2
1225,2023-04-15,Free,,63,99.7,Smart TV,65+,Spain,Sci-Fi,0,7,Decreasing,3
1226,2023-04-14,Premium,2023-05-03,74,80.5,Desktop,35-44,USA,Drama,5,4,Stable,3
1227,2023-08-17,Premium,2023-08-27,108,107.2,Desktop,25-34,Canada,Romance,2,8,Stable,3
1228,2023-08-05,Premium,2023-09-04,131,121.1,Smart TV,35-44,Brazil,Comedy,3,7,Increasing,2
1229,2023-07-24,Premium,2023-07-29,85,89.6,Smart TV,35-44,Germany,Documentary,2,7,Stable,2
1230,2023-08-11,Premium,2023-08-20,80,93.4,Mobile,45-54,Italy,Documentary,2,5,Decreasing,3
1231,2023-05-30,Premium,2023-06-09,52,58.0,Mobile,25-34,UK,Documentary,3,7,Stable,1
1232,2023-05-31,Premium,2023-06-20,30,35.9,Tablet,65+,USA,Documentary,3,5,Increasing,0
1233,2023-07-31,Premium,2023-08-25,151,131.8,Smart TV,18-24,Canada,Documentary,2,7,Increasing,5
1234,2023-05-15,Premium,2023-06-11,32,46.6,Tablet,25-34,USA,Action,3,5,Stable,0
1235,2023-05-05,Premium,2023-05-22,23,29.5,Desktop,35-44,Japan,Sci-Fi,4,3,Increasing,0
1236,2023-07-05,Premium,2023-08-03,139,207.0,Tablet,18-24,USA,Drama,4,4,Increasing,3
1237,2023-04-14,Free,,39,37.1,Smart TV,25-34,Canada,Drama,0,10,Stable,1
1238,2023-05-01,Premium,2023-05-11,38,57.7,Tablet,65+,Italy,Drama,2,8,Stable,0
1239,2023-08-05,Premium,2023-08-19,48,72.3,Smart TV,18-24,Brazil,Drama,1,6,Increasing,0
1240,2023-08-03,Premium,2023-08-04,57,68.2,Smart TV,18-24,Germany,Drama,0,7,Stable,1
1241,2023-05-16,Free,,59,88.0,Mobile,35-44,Japan,Documentary,5,0,Increasing,2
1242,2023-09-12,Premium,2023-09-19,86,93.4,Desktop,25-34,Germany,Comedy,5,3,Stable,2
1243,2023-05-03,Premium,2023-05-17,138,189.2,Smart TV,25-34,USA,Romance,0,9,Increasing,3
1244,2023-08-16,Premium,2023-09-08,30,43.4,Mobile,45-54,Italy,Sci-Fi,4,5,Stable,1
1245,2023-05-13,Free,,83,112.6,Desktop,25-34,Australia,Drama,3,0,Increasing,3
1246,2023-04-22,Free,,27,43.4,Mobile,18-24,France,Sci-Fi,3,0,Increasing,0
1247,2023-06-30,Premium,2023-07-01,43,62.1,Smart TV,65+,Australia,Sci-Fi,5,5,Decreasing,0
1248,2023-07-01,Premium,2023-07-05,105,99.7,Desktop,25-34,Japan,Action,3,4,Stable,4
1249,2023-04-12,Free,,76,99.5,Desktop,65+,Brazil,Drama,1,7,Increasing,1
1250,2023-08-30,Premium,2023-09-15,109,123.6,Tablet,18-24,Japan,Sci-Fi,1,9,Stable,4
1251,2023-05-21,Free,,21,30.9,Mobile,35-44,Japan,Action,2,2,Decreasing,0
1252,2023-05-24,Free,,82,102.6,Tablet,65+,France,Drama,0,0,Stable,2
1253,2023-05-30,Free,,30,21.8,Mobile,25-34,UK,Comedy,0,2,Decreasing,1
1254,2023-09-20,Premium,2023-09-23,61,77.6,Smart TV,55-64,Germany,Documentary,1,7,Increasing,1
1255,2023-04-22,Premium,2023-04-25,42,48.4,Tablet,18-24,USA,Action,0,10,Stable,0
1256,2023-05-19,Premium,2023-05-31,9,21.4,Mobile,25-34,Australia,Comedy,5,4,Stable,0
